method,lambda,random_seed,h_norm,size_std,max_min_ratio,silhouette,ari,time,cluster_sizes,dataset
K-Means,0.0,0,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.01202845573425293,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,1,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.012578964233398438,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,2,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013436079025268555,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,3,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.01368570327758789,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,4,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.012743473052978516,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,5,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013799190521240234,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,6,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.014024972915649414,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,7,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.07651782035827637,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,8,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.012027740478515625,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,9,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.015276432037353516,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,10,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.06962299346923828,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,11,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.015451431274414062,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,12,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.014299631118774414,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,13,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.01704263687133789,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,14,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013414382934570312,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,15,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.015236616134643555,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,16,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013241052627563477,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,17,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013437986373901367,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,18,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.05405902862548828,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,19,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.013126611709594727,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,20,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.08749651908874512,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,21,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.014662742614746094,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,22,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.01575922966003418,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,23,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.015354633331298828,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,24,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0896151065826416,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,25,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.08820581436157227,"[600, 200, 200]",syn_3c_imbalance_60
K-Means,0.0,26,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0811607837677002,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,27,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.019170522689819336,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,28,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.05609416961669922,"[200, 600, 200]",syn_3c_imbalance_60
K-Means,0.0,29,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.08313584327697754,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,0,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.03768420219421387,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,1,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.047727108001708984,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,2,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.042345285415649414,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,3,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.041948795318603516,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,4,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.040369510650634766,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,5,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09926629066467285,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,6,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.040487051010131836,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,7,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.04832601547241211,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,8,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.041940927505493164,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,9,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.03955531120300293,"[600, 200, 200]",syn_3c_imbalance_60
